

Data
Lateral(µm),Raw(nm),,
0,-177.042862346346,,
0.344650685787201,-87.8545473993695,,
0.689301371574402,0,,
1.03395199775696,93.7631746881038,,
1.3786027431488,175.658414104159,,
1.72325348854065,236.083580735789,,
2.06790399551392,313.761197348774,,
2.41255474090576,386.250841519468,,
2.75720548629761,444.75261398606,,
3.10185623168945,483.415984810806,,
3.4465069770813,542.428272566704,,
3.79115748405457,616.147850544435,,
4.13580799102783,683.330855035838,,
4.48045873641968,742.055128112782,,
4.82510948181152,809.992162572782,,
5.16976022720337,885.771107433172,,
5.51441097259521,938.302446855331,,
5.85906171798706,938.11473888369,,
6.20371246337891,1029.46007366718,,
6.54836320877075,1174.49233349949,,
6.8930139541626,1340.92297147512,,
7.23766422271729,1418.93310276672,,
7.58231496810913,1414.94805104508,,
7.92696571350098,1441.68415304048,,
8.27161598205566,1494.37865933209,,
8.61626720428467,1597.69205496829,,
8.96091747283936,1632.59887357679,,
9.30556869506836,1669.49212867955,,
9.65021896362305,1741.35753478195,,
9.99487018585205,1798.4983454267,,
10.3395204544067,1841.87254837358,,
10.6841716766357,1935.73708475686,,
11.0288219451904,2000.9855699303,,
11.3734722137451,2028.30635384031,,
11.7181234359741,2031.99386507711,,
12.0627737045288,2099.69603753692,,
12.4074249267578,2176.59119403739,,
12.7520751953125,2243.18580790346,,
13.0967264175415,2319.76822743493,,
13.4413766860962,2410.97140880588,,
13.7860279083252,2447.43449606196,,
14.1306781768799,2474.65762692632,,
14.4753284454346,2509.34194492447,,
14.8199796676636,2554.42445860267,,
15.1646299362183,2651.77854573533,,
15.5092811584473,2716.71800277291,,
15.853931427002,2763.22946432574,,
16.1985816955566,2822.97229550749,,
16.5432319641113,2859.37481266335,,
16.8878841400146,2913.42533754284,,
17.2325344085693,2976.37835808615,,
17.577184677124,3035.77013274934,,
17.9218349456787,3090.6500894804,,
18.266487121582,3137.05895450882,,
18.6111373901367,3194.4197930453,,
18.9557876586914,3236.49916605138,,
19.3004379272461,3294.71663193771,,
19.6450881958008,3334.53206123346,,
19.9897403717041,3382.39150662992,,
20.3343906402588,3468.65393833657,,
20.6790409088135,3556.79031962817,,
21.0236911773682,3623.59507295957,,
21.3683433532715,3654.63594444246,,
21.7129936218262,3606.55436179058,,
22.0576438903809,3655.31369756522,,
22.4022941589355,3779.43769840944,,
22.7469444274902,3828.11112422619,,
23.0915966033936,3853.92384942306,,
23.4362468719482,3891.50376564204,,
23.7808971405029,3958.12433791264,,
24.1255474090576,4000.16353719741,,
24.4701995849609,4031.13147792468,,
24.8148498535156,4083.28580217894,,
25.1595001220703,4140.30609117013,,
25.504150390625,4178.16722343829,,
25.8488006591797,4237.14366362882,,
26.193452835083,4302.60167118959,,
26.5381031036377,4346.94127956249,,
26.8827533721924,4397.95590624594,,
27.2274036407471,4446.2813658304,,
27.5720558166504,4483.16596862126,,
27.9167060852051,4526.83560293411,,
28.2613563537598,4561.78939389368,,
28.6060066223145,4604.9664365775,,
28.9506568908691,4657.32657389633,,
29.2953090667725,4708.02042984576,,
29.6399593353271,4735.65147849577,,
29.9846096038818,4769.18064749184,,
30.3292598724365,4815.89359570849,,
30.6739101409912,4856.24302646909,,
31.0185623168945,4896.60852769746,,
31.3632125854492,4940.32451630413,,
31.7078628540039,4984.82914596305,,
32.0525131225586,5029.40670637757,,
32.3971633911133,5068.75426633434,,
32.741813659668,5106.7655865145,,
33.0864639282227,5166.33165332246,,
33.4311180114746,5204.37016998015,,
33.7757682800293,5241.98655157693,,
34.120418548584,5298.58408940845,,
34.4650688171387,5344.21049297788,,
34.8097190856934,5380.34415522957,,
35.154369354248,5404.97082758258,,
35.4990196228027,5447.27393731351,,
35.8436698913574,5493.25325157326,,
36.1883201599121,5531.51735716906,,
36.5329742431641,5565.84938449264,,
