

Data
Lateral(µm),Raw(nm),,
0,-4347.90173248291,,
0.344650685787201,-4258.23398651123,,
0.689301371574402,-4165.65519088745,,
1.03395199775696,-4081.61547424316,,
1.3786027431488,-3985.36294631958,,
1.72325348854065,-3887.0213848877,,
2.06790399551392,-3756.66940231323,,
2.41255474090576,-3687.26898971558,,
2.75720548629761,-3582.18813201904,,
3.10185623168945,-3444.54678222656,,
3.4465069770813,-3333.32119934082,,
3.79115748405457,-3237.96979888916,,
4.13580799102783,-3105.44843536377,,
4.48045873641968,-2993.55040618897,,
4.82510948181152,-2890.63398498535,,
5.16976022720337,-2799.28759552002,,
5.51441097259521,-2735.78592132568,,
5.85906171798706,-2641.17124511719,,
6.20371246337891,-2555.22914825439,,
6.54836320877075,-2454.73798370361,,
6.8930139541626,-2365.85887878418,,
7.23766422271729,-2250.86067443848,,
7.58231496810913,-2152.22368164063,,
7.92696571350098,-2055.85990341187,,
8.27161598205566,-1955.17714111328,,
8.61626720428467,-1861.14961929321,,
8.96091747283936,-1755.67320495605,,
9.30556869506836,-1671.05622283936,,
9.65021896362305,-1563.66012268066,,
9.99487018585205,-1477.53384475708,,
10.3395204544067,-1371.62973480225,,
10.6841716766357,-1267.56249099731,,
11.0288219451904,-1169.38656890869,,
11.3734722137451,-1075.43074172974,,
11.7181234359741,-1017.80802810669,,
12.0627737045288,-932.919100799561,,
12.4074249267578,-847.952298278809,,
12.7520751953125,-760.476183319092,,
13.0967264175415,-656.806968383789,,
13.4413766860962,-554.727396697998,,
13.7860279083252,-453.935856323242,,
14.1306781768799,-376.552616271973,,
14.4753284454346,-278.944070739746,,
14.8199796676636,-189.39870010376,,
15.1646299362183,-111.697778625488,,
15.5092811584473,-23.3094111633301,,
15.853931427002,35.7719175720215,,
16.1985816955566,132.674641723633,,
16.5432319641113,226.206481628418,,
16.8878841400146,305.989019927979,,
17.2325344085693,366.036990203857,,
17.577184677124,441.800920257568,,
17.9218349456787,532.646683349609,,
18.266487121582,623.921378173828,,
18.6111373901367,719.214681243897,,
18.9557876586914,796.087406005859,,
19.3004379272461,877.411379089355,,
19.6450881958008,971.31652557373,,
19.9897403717041,1071.06354919434,,
20.3343906402588,1146.43192260742,,
20.6790409088135,1199.13119216919,,
21.0236911773682,1293.99185516357,,
21.3683433532715,1368.44055938721,,
21.7129936218262,1430.66779953003,,
22.0576438903809,1496.39077148438,,
22.4022941589355,1555.31511367798,,
22.7469444274902,1628.69210662842,,
23.0915966033936,1700.27178909302,,
23.4362468719482,1780.28424468994,,
23.7808971405029,1853.67854324341,,
24.1255474090576,1917.58442687988,,
24.4701995849609,1995.13948684692,,
24.8148498535156,2091.05826385498,,
25.1595001220703,2189.49006164551,,
25.504150390625,2242.94954162598,,
25.8488006591797,2308.90922950745,,
26.193452835083,2372.26813247681,,
26.5381031036377,2418.62798881531,,
26.8827533721924,2504.30308494568,,
27.2274036407471,2585.20616104126,,
27.5720558166504,2655.59731941223,,
27.9167060852051,2710.00922561646,,
28.2613563537598,2790.1625982666,,
28.6060066223145,2863.57173019409,,
28.9506568908691,2941.12246376038,,
29.2953090667725,3004.92451377869,,
29.6399593353271,3066.52689804077,,
29.9846096038818,3137.46627319336,,
30.3292598724365,3214.38906059265,,
30.6739101409912,3284.229529953,,
31.0185623168945,3349.14779136658,,
31.3632125854492,3425.21024307251,,
31.7078628540039,3486.86578025818,,
32.0525131225586,3534.218854599,,
32.3971633911133,3600.34109153748,,
32.741813659668,3664.2463571167,,
33.0864639282227,3723.65278396606,,
33.4311180114746,3790.96169082642,,
