20,22,23,26
3.885,4.918,4.896,4.83
4.893,6.274,6.233,5.769
5.33,7.09,7.031,6.725
5.038,6.801,6.829,6.405
5.032,6.923,6.917,6.682
6.285,8.48,8.44,8.01
3.04,4.143,4.135,4.01
2.938,4.039,4.032,3.777
4.201,5.665,5.618,5.414
4.646,6.104,6.076,5.737
5.994,7.95,7.85,7.68
3.631,4.793,4.716,4.52
3.389,4.366,4.369,4.295
3.615,4.581,4.573,4.577
1.671,2.511,2.523,2.693
1.35,2.06,2.11,2.295
3.404,4.114,4.107,4.373
